millis a_x a_y a_z f
574122 -1.07 -0.15 1.17 0
574126 -1.07 -0.15 1.17 0
574129 -1.07 -0.15 1.17 0
574133 -1.42 0.20 1.12 0
574137 -1.42 0.20 1.12 0
574141 -1.42 0.20 1.12 0
574145 -1.42 0.20 1.12 0
574149 -1.42 0.20 1.12 0
574153 -1.17 -0.05 1.17 0
574156 -1.17 -0.05 1.17 0
574160 -1.17 -0.05 1.17 0
574164 -1.17 -0.05 1.17 0
574168 -1.17 -0.05 1.17 0
574172 -1.37 0.20 1.32 0
574176 -1.37 0.20 1.32 0
574179 -1.37 0.20 1.32 0
574183 -1.37 0.20 1.32 0
574187 -1.37 0.20 1.32 0
574191 -1.47 0.10 1.37 0
574195 -1.47 0.10 1.37 0
574199 -1.47 0.10 1.37 0
574203 -1.47 0.10 1.37 0
574206 -1.47 0.10 1.03 0
574210 -1.61 0.10 1.03 0
574214 -1.61 0.10 1.03 0
574218 -1.61 0.10 1.03 0
574221 -1.61 0.10 1.03 0
574225 -1.61 0.10 1.03 0
574229 -1.61 -0.10 1.17 0
574233 -1.61 -0.10 1.17 0
574236 -1.61 -0.10 1.17 0
574240 -1.61 -0.10 1.17 0
574244 -1.61 -0.10 1.17 0
574248 -1.76 -0.05 1.03 0
574252 -1.76 -0.05 1.03 0
574368 6.94 11.09 -6.01 4095
574372 6.94 11.09 -6.01 4095
574375 6.94 11.09 -6.01 4095
574379 3.91 -1.91 1.56 4095
574383 3.91 -1.91 1.56 4095
574387 3.91 -1.91 1.56 4095
574390 3.91 -1.91 1.56 4095
574394 3.91 -1.91 1.56 4095
574398 0.10 -2.78 2.98 4095
574402 0.10 -2.78 2.98 4095
574406 0.10 -2.78 2.98 4095
574410 0.10 -2.78 2.98 4095
574414 0.10 -2.78 2.98 4095
574417 -1.17 3.03 -1.42 4095
574421 -1.17 3.03 -1.42 4095
574425 -1.17 3.03 -1.42 4095
574429 -1.17 3.03 -1.42 4095
574433 -1.17 3.03 -1.42 4095
574437 -0.64 0.64 -0.78 4095
574441 -0.64 0.64 -0.78 4095
574444 -0.64 0.64 -0.78 4095
574448 -0.64 0.64 -0.78 4095
574452 -0.64 0.64 -0.78 4095
574456 -0.83 0.68 -0.29 4095
574460 -0.83 0.68 -0.29 4095
