millis a_x a_y a_z f
69543 -0.49 0.83 1.32 0
69547 -0.49 0.83 1.32 0
69552 -0.49 0.83 1.32 0
69555 -0.49 0.83 1.32 0
69559 -0.49 0.83 1.32 0
69563 -0.49 0.83 1.32 0
69567 -0.49 0.83 1.32 0
69571 -0.49 0.83 1.32 0
69575 -0.49 0.83 1.32 0
69579 -0.49 0.83 1.32 0
69583 -0.49 0.83 1.32 0
69587 -0.49 0.83 1.32 0
69590 -0.49 0.83 1.32 0
69594 -0.49 0.83 1.32 0
69598 -0.49 0.83 1.32 0
69602 -0.49 0.83 1.32 0
69606 -0.49 0.83 1.32 0
69610 -0.49 0.83 1.32 0
69614 -0.49 0.83 1.32 0
69618 -0.49 0.83 1.32 0
69621 -0.49 0.83 1.32 0
69625 -0.49 0.83 1.32 0
69629 -0.49 0.83 1.32 0
69633 -0.49 0.83 1.32 0
69637 -0.49 0.83 1.32 0
69641 -0.49 0.83 1.32 0
69645 -0.49 0.83 1.32 0
69649 -0.49 0.83 1.32 0
69653 -0.49 0.83 1.32 0
69656 -0.49 0.83 1.32 0
69660 -0.49 0.83 1.32 0
69664 -0.49 0.83 1.32 0
69668 -0.49 0.83 1.32 0
69672 -0.49 0.83 1.32 0
69676 -0.49 0.83 1.32 0
69680 -0.49 0.83 1.32 0
69684 -0.49 0.83 1.32 0
69689 -0.49 0.83 1.32 0
69693 -0.49 0.83 1.32 0
69697 -0.49 0.83 1.32 0
69701 -0.49 0.83 1.32 0
69705 -0.49 0.83 1.32 0
69709 -0.49 0.83 1.32 0
69713 -0.49 0.83 1.32 0
69717 -0.49 0.83 1.32 0
69721 -0.49 0.83 1.32 0
69724 -0.49 0.83 1.32 0
69728 -0.49 0.83 1.32 0
69732 -0.49 0.83 1.32 0
69736 -0.49 0.83 1.32 0
69740 -0.49 0.83 1.32 0
69744 -0.49 0.83 1.32 0
69802 -0.49 0.83 1.32 4095
69806 -0.49 0.83 1.32 4095
69810 -0.49 0.83 1.32 4095
69814 -0.49 0.83 1.32 4095
69818 -0.49 0.83 1.32 4095
69822 -0.49 0.83 1.32 4095
69826 -0.49 0.83 1.32 4095
69830 -0.49 0.83 1.32 4095
69834 -0.49 0.83 1.32 4095
69837 -0.49 0.83 1.32 4095
69841 -0.49 0.83 1.32 4095
69845 -0.49 0.83 1.32 4095
69849 -0.49 0.83 1.32 4095
69853 -0.49 0.83 1.32 4095
69857 -0.49 0.83 1.32 4095
69861 -0.49 0.83 1.32 4095
69865 -0.49 0.83 1.32 4095
69869 -0.49 0.83 1.32 4095
69873 -0.49 0.83 1.32 4095
69877 -0.49 0.83 1.32 4095
69881 -0.49 0.83 1.32 4095
69885 -0.49 0.83 1.32 4095
69889 -0.49 0.83 1.32 4095
69893 -0.49 0.83 1.32 4048
69897 -0.49 0.83 1.32 3983
69901 -0.49 0.83 1.32 3936
69904 -0.49 0.83 1.32 3876
69908 -0.49 0.83 1.32 3839
69912 -0.49 0.83 1.32 3789
69916 -0.49 0.83 1.32 3690
69920 -0.49 0.83 1.32 3635
69924 -0.49 0.83 1.32 3474
69928 -0.49 0.83 1.32 3264
69932 -0.49 0.83 1.32 3030
69936 -0.49 0.83 1.32 2559
69940 -0.49 0.83 1.32 2265
69944 -0.49 0.83 1.32 1694
69948 -0.49 0.83 1.32 1372
69952 -0.49 0.83 1.32 1334
69955 -0.49 0.83 1.32 1084
69959 -0.49 0.83 1.32 939
69963 -0.49 0.83 1.32 811
69967 -0.49 0.83 1.32 657
69971 -0.49 0.83 1.32 694
69975 -0.49 0.83 1.32 635
69979 -0.49 0.83 1.32 555
69983 -0.49 0.83 1.32 685
69987 -0.49 0.83 1.32 448
69991 -0.49 0.83 1.32 548
69995 -0.49 0.83 1.32 507
69998 -0.49 0.83 1.32 484
70002 -0.49 0.83 1.32 497
70006 -0.49 0.83 1.32 468
70010 -0.49 0.83 1.32 403
70014 -0.49 0.83 1.32 400
70018 -0.49 0.83 1.32 386
70022 -0.49 0.83 1.32 340
70026 -0.49 0.83 1.32 381
70030 -0.49 0.83 1.32 399
70033 -0.49 0.83 1.32 411
70037 -0.49 0.83 1.32 314
70041 -0.49 0.83 1.32 304
70045 -0.49 0.83 1.32 334
70049 -0.49 0.83 1.32 346
